ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,TotalAmountSpent,TotalNumPurchases,AvgCostperCart,AcceptedCmpTotal,Household,Month,DaysSinceJoin
1012,64,2,0,61823.0,0,1,26,523,7,134,37.0,14,126.5,4,8,2,10,7,0,0,0,0,0,0,0,884.0,31.0,28.52,0,2,2,1047
6518,65,3,0,67680.0,0,1,8,546,0,48,0.0,6,6.0,1,7,3,8,5,0,0,0,0,0,0,0,606.0,24.0,25.25,0,2,11,786
4137,68,2,1,70666.0,0,0,29,398,40,367,119.0,81,30.0,1,7,4,4,4,0,0,0,0,0,0,0,1076.0,20.0,53.8,0,2,6,933
8082,45,2,1,25721.0,1,0,75,1,3,6,3.0,6,15.0,1,1,1,2,7,0,0,0,0,0,0,1,34.0,12.0,2.83,0,3,5,955
1386,49,2,1,32474.0,1,1,0,10,0,1,0.0,0,0.0,1,1,0,2,7,0,0,0,0,0,0,0,11.0,11.0,1.0,0,4,11,422
9369,37,3,0,88194.0,0,1,19,688,14,309,120.5,24,38.0,1,11,10,10,5,1,0,0,1,0,0,1,1274.0,37.0,34.43,2,2,3,653
4477,58,2,1,69096.0,0,1,4,247,49,159,7.0,81,109.0,1,5,2,10,4,0,0,0,0,0,0,0,653.0,22.0,29.68,0,3,9,826
1357,46,2,1,74854.0,1,2,90,856,59,487,58.0,29,73.0,6,2,5,5,5,0,0,0,0,0,0,0,1562.0,24.0,65.08,0,5,8,880
1402,62,3,1,66991.0,0,0,1,496,36,460,120.5,60,12.0,3,4,8,6,3,0,0,0,0,0,0,0,1253.0,24.0,52.21,0,2,11,1148
10629,43,3,1,51381.5,1,0,25,25,3,43,17.0,4,17.0,3,3,0,3,8,0,0,0,0,0,0,0,109.0,17.0,6.41,0,3,9,1204
6312,57,2,1,65031.0,0,1,29,258,81,291,84.0,37,86.0,4,10,3,13,7,0,0,0,0,0,0,0,863.0,37.0,23.32,0,3,3,1020
8132,41,3,1,60631.0,1,1,88,565,6,65,0.0,6,19.0,5,9,2,8,7,0,1,0,0,0,0,0,661.0,31.0,21.32,1,4,5,972
1050,64,2,1,28332.0,0,0,58,14,10,13,4.0,15,9.0,1,2,1,4,2,0,0,0,0,0,0,0,65.0,10.0,6.5,0,2,4,611
5846,39,2,0,40246.0,1,0,68,2,1,6,2.0,1,1.0,1,1,0,2,6,0,0,0,0,0,0,0,13.0,10.0,1.3,0,2,12,1108
1859,44,3,1,75251.0,0,0,34,721,81,556,97.0,18,18.0,1,7,6,5,5,0,0,0,0,0,0,1,1890.0,24.0,78.75,0,2,8,1222
7503,40,2,0,75825.0,0,0,40,1032,81,556,120.5,81,51.0,0,5,8,9,4,1,0,0,0,0,0,1,2209.0,26.0,84.96,1,1,12,1117
10401,40,3,1,26326.0,0,0,12,1,0,5,0.0,3,9.0,1,0,0,3,3,0,0,0,0,0,1,0,18.0,7.0,2.57,0,2,4,997
1618,51,2,1,56046.0,0,0,9,577,0,64,0.0,0,51.0,2,10,1,8,8,1,0,0,0,0,0,1,692.0,29.0,23.86,1,2,2,1064
3332,31,2,0,29760.0,1,0,87,64,4,68,7.0,5,17.0,4,3,1,4,8,0,0,0,0,0,0,0,165.0,20.0,8.25,0,2,8,1220
2261,47,2,1,26304.0,1,0,5,4,1,5,2.0,0,4.0,1,1,0,2,7,0,0,0,0,0,0,0,16.0,11.0,1.45,0,3,6,922
5346,43,3,1,23559.0,1,0,87,25,5,19,7.0,0,23.0,3,3,0,3,7,0,0,0,0,0,0,0,79.0,16.0,4.94,0,3,3,1030
4119,53,3,1,38620.0,0,0,56,112,17,44,34.0,22,89.0,1,2,5,3,3,0,0,0,0,0,0,0,318.0,14.0,22.71,0,2,11,787
535,29,2,0,81361.0,0,0,18,163,23,424,27.0,65,76.0,1,3,10,13,1,0,0,0,0,0,0,0,778.0,28.0,27.79,0,1,2,675
5268,56,2,1,29440.0,1,1,95,17,8,14,10.0,4,3.0,2,1,0,4,7,0,0,0,0,0,0,0,56.0,14.0,4.0,0,4,11,784
273,46,3,1,36138.0,1,1,48,130,0,16,0.0,0,5.0,5,3,1,4,7,0,1,0,0,0,0,0,151.0,20.0,7.55,1,4,7,899
4452,59,2,0,50388.0,0,1,3,292,6,37,0.0,3,34.0,4,6,1,6,7,0,1,0,1,0,0,1,372.0,24.0,15.5,2,2,5,583
8504,43,2,1,79593.0,0,0,70,350,60,556,110.0,81,126.5,1,5,6,7,2,0,0,1,0,0,0,0,1366.0,21.0,65.05,1,2,12,392
771,49,2,1,54178.0,0,1,79,135,9,39,4.0,0,7.0,1,2,2,5,2,0,0,0,0,0,0,0,194.0,12.0,16.17,0,3,1,710
8996,59,3,1,51381.5,2,1,4,230,42,192,49.0,37,53.0,6,7,2,8,9,0,0,0,0,0,0,0,603.0,38.0,15.87,0,5,11,1138
9235,59,2,0,51381.5,1,1,45,7,0,8,2.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,18.0,11.0,1.64,0,3,5,584
5798,43,3,1,51381.5,0,0,87,445,37,359,98.0,28,18.0,1,2,4,8,1,0,0,0,0,0,0,0,985.0,16.0,61.56,0,2,11,769
11178,44,3,0,42394.0,1,0,69,15,2,10,0.0,1,4.0,1,1,0,3,7,0,0,0,0,0,0,0,32.0,12.0,2.67,0,2,3,649
2230,46,3,1,23626.0,1,0,84,27,2,14,0.0,0,0.0,3,3,1,3,5,0,0,0,0,0,0,0,43.0,15.0,2.87,0,3,5,587
7516,33,2,1,30096.0,1,0,30,5,3,11,12.0,5,9.0,1,2,0,3,6,0,0,0,0,0,0,0,45.0,12.0,3.75,0,3,5,589
7247,56,2,0,47916.0,0,1,72,505,0,26,0.0,0,75.0,5,7,4,6,6,0,1,0,0,0,0,0,606.0,28.0,21.64,1,2,11,1135
11100,44,2,0,51813.0,1,1,37,51,2,7,0.0,1,2.0,2,2,0,3,7,0,0,0,0,0,0,0,63.0,14.0,4.5,0,3,11,788
4646,65,3,1,78497.0,0,0,44,207,26,447,75.0,0,126.5,1,5,7,12,2,0,0,0,1,0,0,0,978.0,27.0,36.22,1,2,1,1084
3037,33,3,1,50150.0,0,0,32,135,46,92,65.0,61,11.0,2,5,2,7,5,0,0,0,0,0,0,0,410.0,21.0,19.52,0,2,6,925
1473,56,3,0,47823.0,0,1,0,53,1,5,2.0,1,10.0,2,2,0,3,8,0,0,0,0,0,0,0,72.0,15.0,4.8,0,2,7,892
1016,57,3,0,34554.0,0,1,43,41,1,6,2.0,0,5.0,2,2,0,3,6,0,0,0,0,0,0,0,55.0,13.0,4.23,0,2,3,642
4518,37,2,1,85693.0,0,1,59,386,81,183,120.5,81,111.0,2,9,5,11,5,0,0,0,0,0,0,0,1169.0,32.0,36.53,0,3,4,986
9370,71,3,1,65846.0,0,0,68,562,81,276,80.0,40,81.0,1,6,3,6,4,0,0,0,0,0,0,0,1120.0,20.0,56.0,0,2,5,959
8908,57,2,1,87195.0,0,0,35,217,76,556,50.0,26,38.0,1,3,10,5,1,0,0,0,0,0,0,1,1097.0,21.0,52.24,0,2,8,514
8373,37,1,1,24594.0,1,0,94,1,3,6,10.0,0,9.0,1,1,0,3,5,0,0,0,0,0,0,0,29.0,10.0,2.9,0,3,10,811
7533,52,2,1,49096.0,1,1,15,144,1,32,2.0,1,7.0,4,4,1,4,7,0,0,0,0,0,0,0,187.0,20.0,9.35,0,4,9,829
2683,47,2,1,52413.0,0,2,56,295,81,271,75.0,81,65.0,4,6,4,12,6,0,0,0,0,0,0,0,910.0,32.0,28.44,0,4,2,1063
3629,38,2,0,38557.0,1,0,17,76,3,31,4.0,4,27.0,2,3,1,3,7,0,0,0,0,0,0,0,145.0,16.0,9.06,0,2,12,1108
10991,56,3,1,89058.0,0,0,18,454,81,106,31.0,22,43.0,1,5,4,4,2,0,0,0,0,0,0,0,850.0,16.0,53.12,0,2,7,1268
5077,37,2,1,77298.0,0,1,46,425,81,292,23.0,35,79.0,1,6,6,11,3,0,0,0,0,0,0,0,969.0,27.0,35.89,0,3,2,1054
7431,25,3,0,68126.0,0,0,40,1332,17,311,23.0,51,86.0,1,7,4,5,9,0,1,0,0,0,0,1,1820.0,26.0,70.0,1,1,10,1177
3267,53,3,1,57288.0,0,1,27,527,0,21,0.0,0,60.0,3,8,1,8,6,0,1,0,0,0,0,0,608.0,26.0,23.38,1,3,6,555
999,25,2,0,86037.0,0,0,95,490,44,125,29.0,20,22.0,1,6,7,11,3,0,1,1,0,0,0,1,730.0,28.0,26.07,2,1,2,1064
9215,36,3,1,43974.0,1,0,19,378,0,101,0.0,0,72.0,5,6,4,6,7,0,0,0,0,0,0,0,551.0,28.0,19.68,0,3,12,1115
2286,54,2,0,50785.0,1,1,27,64,1,21,0.0,1,27.0,2,2,1,3,6,0,0,0,0,0,0,0,114.0,14.0,8.14,0,3,10,814
1592,46,2,1,90765.0,0,0,25,547,81,556,120.5,81,33.0,0,4,6,5,1,0,0,1,1,0,0,0,1724.0,16.0,90.11875,2,2,1,707
367,38,3,1,36550.0,1,0,74,47,81,94,120.5,81,120.0,5,9,1,5,9,0,0,0,0,0,0,0,577.0,29.0,19.9,0,3,2,1046
5234,49,3,1,30753.0,1,1,85,12,5,25,0.0,9,30.0,2,1,1,3,5,0,0,0,0,0,0,0,81.0,12.0,6.75,0,4,11,785
9862,47,2,1,21918.0,1,0,37,1,6,7,11.0,5,3.0,2,2,0,3,6,0,0,0,0,0,0,0,33.0,13.0,2.54,0,3,11,778
9805,63,3,1,56129.0,0,1,65,320,48,133,39.0,72,48.0,4,6,2,10,4,0,0,0,0,0,0,0,660.0,26.0,25.38,0,3,6,925
6205,49,3,0,32557.0,1,0,13,34,3,29,0.0,4,10.0,3,2,1,3,5,0,0,0,0,0,0,1,80.0,14.0,5.71,0,2,2,676
8442,31,3,1,19510.0,2,0,63,9,0,7,3.0,4,7.0,2,1,0,3,7,0,0,0,0,0,0,0,30.0,13.0,2.31,0,4,4,997
7386,40,2,0,30992.0,1,0,83,17,0,14,7.0,3,2.0,1,1,0,3,7,0,0,0,0,0,0,0,43.0,12.0,3.58,0,2,4,984
7215,33,2,0,101970.0,0,0,69,722,27,102,44.0,72,126.5,0,6,8,13,2,0,1,1,1,0,0,1,1135.0,29.0,39.14,3,1,12,759
1491,51,3,1,71488.0,0,0,87,162,33,124,40.0,28,126.5,2,3,4,7,1,0,0,0,0,0,0,0,559.0,17.0,32.88,0,2,2,1047
11071,32,2,0,79607.0,0,0,37,450,81,556,120.5,0,126.5,1,3,6,6,1,0,0,0,0,0,0,1,1923.0,17.0,90.11875,0,1,4,985
3381,63,3,1,54348.0,1,1,51,70,0,16,0.0,0,4.0,2,2,0,4,6,0,0,0,0,0,0,0,90.0,14.0,6.43,0,4,8,513
8268,55,3,1,51381.5,0,1,23,352,0,27,10.0,0,15.0,3,6,1,7,6,0,0,0,0,0,0,0,404.0,23.0,17.57,0,3,11,785
11051,60,3,1,77376.0,1,1,72,492,19,110,16.0,12,12.0,4,6,3,10,4,0,0,0,0,0,0,0,661.0,27.0,24.48,0,4,10,453
8026,64,2,1,62998.0,0,1,10,120,58,73,65.0,81,58.0,5,5,4,5,5,0,0,0,0,0,0,0,463.0,24.0,19.29,0,3,9,823
433,58,3,0,61331.0,1,1,42,534,5,47,0.0,5,41.0,5,11,1,6,8,0,0,0,0,0,0,0,632.0,31.0,20.39,0,3,10,820
9597,47,2,1,73448.0,0,0,10,236,81,189,23.0,41,126.5,1,7,2,9,4,0,0,0,0,0,0,0,725.0,23.0,31.52,0,2,10,456
1295,53,2,1,51381.5,0,1,96,231,65,196,38.0,71,124.0,1,6,5,7,4,0,0,0,0,0,0,0,725.0,23.0,31.52,0,3,11,784
5290,52,3,1,41551.0,1,1,51,220,0,33,3.0,0,23.0,5,5,1,5,8,0,0,0,0,0,0,0,279.0,24.0,11.62,0,4,8,870
1685,49,3,1,62981.0,0,0,21,796,14,556,38.0,44,0.0,1,4,5,13,3,0,1,0,0,0,0,0,1482.0,26.0,57.0,1,2,3,1020
5342,40,1,0,9548.0,1,0,31,0,1,3,10.0,6,9.0,2,1,0,3,8,0,0,0,0,0,0,0,29.0,14.0,2.07,0,2,8,1241
9579,57,3,1,33762.0,2,1,61,53,1,34,2.0,0,16.0,3,2,2,2,8,0,0,0,0,0,0,0,106.0,17.0,6.24,0,5,7,908
7660,43,3,0,35860.0,1,1,37,15,0,8,4.0,2,20.0,2,1,1,2,5,1,0,0,0,0,0,1,49.0,11.0,4.45,1,3,5,592
1461,51,3,0,36921.0,1,1,74,17,1,12,3.0,1,4.0,2,2,0,3,7,0,0,0,0,0,0,0,38.0,14.0,2.71,0,3,7,887
821,24,3,0,92859.0,0,0,46,962,61,556,52.0,61,20.0,1,5,4,12,2,0,0,0,0,0,0,0,2077.0,24.0,86.54,0,1,10,1169
11084,40,3,1,65104.0,0,1,4,738,0,232,13.0,20,50.0,2,3,5,7,7,0,0,0,0,0,0,1,1053.0,24.0,43.88,0,3,11,778
8690,54,2,1,86111.0,0,0,73,399,28,556,36.0,40,126.0,1,5,7,10,2,0,0,0,0,0,0,0,1385.0,25.0,55.4,0,2,4,987
2937,42,3,0,68352.0,0,1,47,614,16,132,43.0,33,33.0,3,8,5,9,6,0,0,0,0,0,0,0,871.0,31.0,28.1,0,2,8,856
9701,28,2,1,41883.0,1,0,13,32,34,41,73.0,16,116.0,3,4,2,3,7,0,0,0,0,0,0,0,312.0,19.0,16.42,0,3,3,1018
9949,40,2,1,59809.0,0,2,36,598,16,141,32.0,41,49.0,3,3,3,6,8,0,0,0,0,0,0,0,877.0,23.0,38.13,0,4,10,1170
10837,41,2,1,23957.0,1,0,47,2,1,18,20.0,11,16.0,1,2,0,3,6,0,0,0,0,0,0,1,68.0,12.0,5.67,0,3,10,1160
3120,35,2,1,38547.0,1,0,49,6,1,10,0.0,1,4.0,1,1,0,2,8,0,0,0,0,0,1,0,22.0,12.0,1.83,0,3,8,856
5885,43,3,1,35688.0,2,1,94,73,3,90,12.0,1,32.0,6,4,1,4,8,0,0,0,0,0,0,0,211.0,24.0,8.79,0,5,8,1227
4050,50,3,1,49605.0,0,0,65,42,16,29,12.0,20,8.0,1,2,1,4,3,0,0,0,0,0,0,0,127.0,11.0,11.55,0,2,6,559
3830,63,3,1,59354.0,0,2,59,295,21,78,39.0,13,13.0,1,4,4,7,3,0,0,0,0,0,0,0,459.0,19.0,24.16,0,4,4,617
7987,47,2,1,65747.0,0,1,96,346,17,48,23.0,13,13.0,4,8,1,6,6,0,1,0,0,0,0,0,460.0,25.0,18.4,1,3,7,547
7798,44,3,1,46344.0,0,1,28,233,20,57,8.0,20,91.0,4,7,1,5,7,0,0,0,0,0,0,0,429.0,24.0,17.88,0,3,12,1113
92,28,2,0,34176.0,1,0,12,5,7,24,19.0,14,20.0,4,3,0,4,6,0,0,0,0,0,0,0,89.0,17.0,5.24,0,2,12,392
7055,64,3,1,61010.0,0,1,57,888,0,57,0.0,0,76.0,2,8,5,11,5,0,0,0,0,0,0,0,1021.0,31.0,32.94,0,3,9,1208
10240,67,2,1,69372.0,0,0,10,997,26,269,34.0,13,42.0,1,10,4,6,4,0,1,1,0,0,0,1,1381.0,25.0,55.24,2,2,2,1046
3025,58,2,0,49967.0,0,1,4,212,6,69,4.0,12,3.0,3,6,1,5,7,0,0,0,0,0,0,0,306.0,22.0,13.91,0,2,8,877
9283,38,2,0,60199.0,1,2,49,8,1,7,2.0,0,0.0,1,0,0,3,4,0,0,0,0,0,0,0,18.0,8.0,2.25,0,4,12,753
9970,39,2,1,55375.0,0,1,3,42,11,57,10.0,28,14.0,1,1,1,6,2,0,0,0,0,0,0,0,162.0,11.0,14.73,0,3,10,806
2730,61,2,0,80317.0,0,0,64,536,11,387,120.5,81,57.0,1,3,4,10,1,0,0,0,0,0,0,0,1231.0,19.0,64.79,0,1,8,864
2795,58,3,0,30523.0,2,1,0,5,0,3,0.0,0,5.0,1,1,0,2,7,0,0,0,0,0,0,0,13.0,11.0,1.18,0,4,1,1089
9260,71,3,1,70356.0,0,0,20,1349,16,249,43.0,16,33.0,2,10,6,9,6,0,0,0,0,0,0,0,1706.0,33.0,51.7,0,2,5,1330
8182,32,2,1,23228.0,1,0,91,53,3,49,7.0,4,5.0,4,3,0,4,8,0,0,0,0,0,0,0,121.0,19.0,6.37,0,3,5,610
10095,41,3,0,74165.0,0,0,9,1001,12,240,16.0,12,12.0,1,5,4,10,2,0,0,0,0,0,0,0,1293.0,22.0,58.77,0,1,1,1091
8475,43,3,1,157243.0,0,1,98,20,2,556,1.0,2,1.0,6,0,10,0,0,0,0,0,0,0,0,0,1608.0,37.0,43.46,0,3,1,728
4370,50,2,1,43482.0,2,1,83,18,1,32,6.0,3,28.0,3,2,0,4,6,0,0,0,0,0,0,0,88.0,15.0,5.87,0,5,11,779
10573,63,2,0,62551.0,0,0,27,125,16,98,120.5,21,27.0,1,6,7,4,3,1,0,0,0,0,0,0,421.0,21.0,20.05,1,1,11,774
